DATE,CRIME_COUNT,ROLLING_MEAN_3,ROLLING_STD_3,GROWTH_RATE,LAG_1,LAG_2,LAG_3,VOLATILITY,ANOMALY,ANOMALY_SCORE
2008-05-01,2061,2099.6666666666665,38.01753981168931,-0.0190385530699667,2101.0,2137.0,1923.0,0.0181064644284915,0,0.13630950085710347
2008-06-01,2157,2106.333333333333,48.22171018673407,0.0465793304221251,2061.0,2101.0,2137.0,0.0228936747207156,0,0.1665002832934701
2008-07-01,2088,2102.0,49.50757517794664,-0.0319888734353268,2157.0,2061.0,2101.0,0.0235526047468823,0,0.16330026455951874
2008-08-01,2434,2226.333333333333,183.1238196776524,0.1657088122605363,2088.0,2157.0,2061.0,0.082253549787836,0,0.14478588341384274
2008-09-01,2286,2269.333333333333,173.60107526548717,-0.0608052588331964,2434.0,2088.0,2157.0,0.0764987111921946,0,0.15138042213457265
2008-10-01,2169,2296.333333333333,132.80185741672943,-0.0511811023622047,2286.0,2434.0,2088.0,0.0578321341631859,0,0.16299105150727333
2008-11-01,2299,2251.333333333333,71.59841711471942,0.0599354541263255,2169.0,2286.0,2434.0,0.0318026726893926,0,0.18040354763898536
2008-12-01,2076,2181.333333333333,112.01041618230585,-0.0969986950848195,2299.0,2169.0,2286.0,0.0513495184209837,0,0.17081471191731734
2009-01-01,1872,2082.333333333333,213.57044115076735,-0.0982658959537572,2076.0,2299.0,2169.0,0.1025630420125343,0,0.0931361120862807
2009-02-01,1708,1885.3333333333333,184.3619628159059,-0.0876068376068376,1872.0,2076.0,2299.0,0.0977874625968383,0,0.02555302761509637
2009-03-01,2142,1907.3333333333333,219.14683053453783,0.2540983606557376,1708.0,1872.0,2076.0,0.1148969751142281,0,0.015124886476239219
2009-04-01,2172,2007.3333333333333,259.663885308168,0.0140056022408963,2142.0,1708.0,1872.0,0.1293576313391737,0,0.0053918721046170015
2009-05-01,2244,2186.0,52.42136968832504,0.0331491712707181,2172.0,2142.0,1708.0,0.0239804984850526,0,0.11237269297670949
2009-06-01,2203,2206.333333333333,36.11555528208555,-0.018270944741533,2244.0,2172.0,2142.0,0.0163690385022294,0,0.16223581991514846
2009-07-01,2292,2246.333333333333,44.54585652261463,0.0403994552882434,2203.0,2244.0,2172.0,0.0198304747837726,0,0.16934506306650948
2009-08-01,2257,2250.6666666666665,44.83674088661405,-0.0152705061082024,2292.0,2203.0,2244.0,0.0199215377162088,0,0.1746588831649688
2009-09-01,2133,2227.333333333333,83.548389172583,-0.0549401860877271,2257.0,2292.0,2203.0,0.0375105009754188,0,0.1855934108684481
2009-10-01,2267,2219.0,74.64583042608649,0.062822315986873,2133.0,2257.0,2292.0,0.0336394008229321,0,0.18567708660806198
2009-11-01,2292,2230.6666666666665,85.50048732804626,0.0110277900308777,2267.0,2133.0,2257.0,0.0383295669432365,0,0.18353617812723738
2009-12-01,2154,2237.6666666666665,73.52777253074787,-0.0602094240837696,2292.0,2267.0,2133.0,0.0328591267082144,0,0.18413545948214682
2010-01-01,2213,2219.6666666666665,69.24112458166316,0.0273909006499535,2154.0,2292.0,2267.0,0.0311943795982864,0,0.18473541505123192
2010-02-01,1932,2099.6666666666665,148.16994747023895,-0.1269769543605965,2213.0,2154.0,2292.0,0.070568319163473,0,0.14303424941939008
2010-03-01,2190,2111.6666666666665,156.02029782478104,0.1335403726708075,1932.0,2213.0,2154.0,0.0738849082043162,0,0.14117455675834806
2010-04-01,2266,2129.333333333333,175.06951000483593,0.0347031963470318,2190.0,1932.0,2213.0,0.082217991548921,0,0.13187815226329724
2010-05-01,2535,2330.333333333333,181.2741937875695,0.118711385701677,2266.0,2190.0,1932.0,0.0777889545648274,0,0.13443737035567815
2010-06-01,2495,2432.0,145.14475533066962,-0.0157790927021695,2535.0,2266.0,2190.0,0.0596812316326766,0,0.16266084787235668
2010-07-01,2921,2650.333333333333,235.2558890513333,0.1707414829659319,2495.0,2535.0,2266.0,0.0887646418254307,0,0.12199746123070992
